"establecimiento","tipo","distribución-testeo","calle","altura","piso_depto","cruce","barrio_localidad","partido_comuna_dpto","provincia","región sanitaria","teléfono","horario atención","web","mail","unidad coordinadora","responsable","UC mail","UC web","observaciones","latitude","longitude","confidence","fail"
"Hospital Dr. Ramon Carrillo","HOSPITAL","Testeo","Moreno","601","","","","San Carlos De Bariloche","RÍO NEGRO","","(02944)426117/424495","","","","","","","","","-41.1355059","-71.30154759999999","0.9",""
"Hospital El Bolsón","HOSPITAL","Testeo","Perito Moreno","S/N","","","","El Bolson","RÍO NEGRO","","(02944)493681/483396","","","","","","","","","-41.9722347","-71.5357054","0.7",""
"Hospital Dr.Rogelio Cortizo","HOSPITAL","Testeo","Julio A Roca.","475","","","","Ing. Jacobacci","RÍO NEGRO","","(02940)432439/432076","","","","","","","","","-40.8261434","-63.0266339","0.5",""
"Hospital Chimpay","HOSPITAL","Testeo","Don Bosco","S/N","","","","Chimpay","RÍO NEGRO","","(02946)494500-494725","","","","","","","","","-39.1648711","-66.14572629999999","0.7",""
"Hospital Las Grutas","HOSPITAL","Testeo","","","","","","Las Grutas","RÍO NEGRO","","(02934)497100","","","","","","","","","-40.809","-65.08788779999999","0.5",""
"Hospital Dr. Carlo Ratti","HOSPITAL","Testeo","Rio Negro","616","","","","Ingeniero Huergo","RÍO NEGRO","","(0298)4480070/4480534","","","","","","","","","-40.8112449","-65.091141","0.9",""
"Hospital Dr. Jorge Rebock","HOSPITAL","Testeo","Rivadavia","250","","","","Lamarque","RÍO NEGRO","","(02946)497039","","","","","","","","","-39.4254422","-65.7020794","0.5",""
"Hospital Dr. Orencio Calleja","HOSPITAL","Testeo","Sarmiento","S/N","","","","Maquinchao","RÍO NEGRO","","(02940)491031","","","","","","","","","-41.2486922","-68.7035477","0.5",""
"Hospital Dr. Néstor Perrone","HOSPITAL","Testeo","San Martín","456","","","","Los Menucos","RÍO NEGRO","","(02940)492004","","","","","","","","","-40.8427882","-68.08587","0.5",""
"Hospital Cnel Belisle","HOSPITAL","Testeo","Avenida Belisle","S/N","","","","Cnel Belisle","RÍO NEGRO","","(02946)492031","","","","","","","","","-40.8261434","-63.0266339","0.5",""
"Hospital Chichinales","HOSPITAL","Testeo","","","","","","Chichinales","RÍO NEGRO","","(0298)4491171","","","","","","","","","-39.1148098","-66.9424288","0.5",""
"Hospital Dr.Fernando Rocha","HOSPITAL","Testeo","Vicente López y Planes","773","","","","Luis Belgrano","RÍO NEGRO","","(02946)480116/480323","","","","","","","","","-41.1354006","-71.3218165","0.5",""
"Centro de Salud Nº 1","HOSPITAL","Testeo","Fleming","","","y Huergo","","Capital","SALTA","","(0387)4342037","","","","","","","","","-24.7971453","-65.44090390000001","0.5",""
"Centro de Salud Nº 15","HOSPITAL","Testeo","Houssay","","","y Cánepa","","Capital","SALTA","","(0387)4250917","","","","","","","","","-24.7309571","-65.4021241","0.5",""
"La Casa de Los Jóvenes","","","Pasaje Zorrilla","225","","","","Capital","SALTA","","(0387)4314074","","","","","","","","","-24.7422071","-65.4983283","0.7",""
"Centro de Salud Nº 27","","","Rad.Splendi","","","y Romero","","Capital","SALTA","","(0387)4240899","","","","","","","","","-24.7821269","-65.4231976","0.5",""
"Centro de Salud Nº 29","","","Río Carapari","2200","","","","Capital","SALTA","","(0387)4350191","","","","","","","","","-24.8188459","-65.40662139999999","0.7",""
"Hospital Luis A. Güemes","HOSPITAL","Testeo","Sarmiento","","","y Gûemes","","Aguaray","SALTA","","(03875)460027/460029","","","","","","","","","-22.244363","-63.73596250000001","0.5",""
"Hospital Ramón Villafañe","HOSPITAL","Testeo","Pasaje Peyrotti","179","","","","Apolinario Saravia","SALTA","","(03877)493100/493034","","","","","","","","","-24.4305382","-63.9945869","0.5",""
"Hospital Joaquin Corvalàn","HOSPITAL","Testeo","Mariano Moreno","19","","","","Barrio de Lerma","SALTA","","(03877)493100/493034","","","","","","","","","-24.9845331","-65.5786497","0.9",""
"Hospital San José","HOSPITAL","Testeo","Avenida B. Sorrilla","S/N","","","","Cachi","SALTA","","(03866)491085","","","","","","","","","-25.1010094","-66.1843872","0.5",""
"Hospital Nuestra Sra. Del Rosario","HOSPITAL","Testeo","Vicario Toscano","215","","","","Cafayate","SALTA","","(03868)421094","","","","","","","","","-26.0733308","-65.978368","0.9",""
"Hospital Campo Quijano","HOSPITAL","Testeo","A. Argentina","S/N","","","","Campo Quijano","SALTA","","4904-171","","","","","","","","","-24.9101105","-65.64089969999999","0.5",""
"Hospital Niño Jesús Praga","HOSPITAL","Testeo","Sarmiento","625","","","","Capital","SALTA","","","","","","","","","","","-24.781756","-65.4157795","0.9",""
"Hospital Ragone","HOSPITAL","Testeo","General Richieri","S/N","","","","Capital","SALTA","","(0387)4280430","","","","","","","","","-24.7981562","-65.395861","0.7",""
"Hospital Materno Infancia","HOSPITAL","Testeo","A. Güemes","600","","","","Capital","SALTA","","(0387)4214170","","","","","","","","","-24.7862995","-65.4107246","0.9",""
"Nuevo Hospital del Milagro","HOSPITAL","Testeo","Avenida Sarmiento","","","e/Aniceto Latorre y Arenales","","Capital","SALTA","","(0387)4317400","","","","","","","","","-24.7713651","-65.40643480000001","0.7",""
"Hospital San Bernardo","HOSPITAL","Testeo","Josè Tobias","69","","","","Capital","SALTA","","(0387)4211571","","","","","","","","","-24.7913319","-65.399953","0.7",""
"Hospital Sr. Del Milagro","HOSPITAL","Testeo","Sarmiento","557","","","","Capital","SALTA","","","","","","","","","","","-24.7822467","-65.41606569999999","1",""
"Hospital Coronel Moldes","HOSPITAL","Testeo","J.J.Urquiza","S/N","","","","Cnel Moldes","SALTA","","4905043","","","","","","","","","-24.7821269","-65.4231976","0.5",""
"Hospital San Rafael","HOSPITAL","Testeo","San Rafael","445","","","","El Carril","SALTA","","4908036","","","","","","","","","-25.0725327","-65.492569","0.5",""
"Hospital San Fco. Solano","HOSPITAL","Testeo","Gnal. Gûemes","292","","","","El Galpon","SALTA","","(03876)491024","","","","","","","","","-25.3797184","-64.6490685","0.7",""
"Hospital San Roque","HOSPITAL","Testeo","Entre Rios 349","349","","","","Embarcaciòn","SALTA","","(03878)471015/471309","","","","","","","","","-23.2110336","-64.09998709999999","0.9",""
"Hospital Guachipas","HOSPITAL","Testeo","E. Romano","S/N","","","","Guachipas","SALTA","","4991027","","","","","","","","","-25.5166702","-65.5333405","0.5",""
"Hospital Joaquin Castellanos","HOSPITAL","Testeo","Carret","S/N","","","","Gûemes","SALTA","","(03876)4911117/4911008","","","","","","","","","-24.7821269","-65.4231976","0.5",""
"Hospital Ramón Carrillo","HOSPITAL","Testeo","San Martín","S/N","","","","Iruya","SALTA","","(0388)4782001","","","","","","","","","-22.7922155","-65.2163985","0.5",""
"Hospital H. Costas","HOSPITAL","Testeo","Gnal. Güemes","S/N","","","","J.V. Gonzalez","SALTA","","(03877)421683","","","","","","","","","-25.1145056","-64.1209579","0.7",""
"Hospital Dr. Lazone","HOSPITAL","Testeo","","","","","","La Merced","SALTA","","","","","","","","","","","-24.9664307","-65.4840088","0.5",""
"Hospital La Viña","HOSPITAL","Testeo","Avenida Belgrano","S/N","","","","La Viña","SALTA","","4992031","","","","","","","","","-25.4498291","-65.582901","0.5",""
"Hospital Esp. B. de Aguirre","HOSPITAL","Testeo","Córdoba","184","","","","Las Lajitas","SALTA","","(03877)494072","","","","","","","","","-24.7267047","-64.1961354","0.9",""
"Hospital del Carmen","HOSPITAL","Testeo","José Sierra","610","","","","Metàn","SALTA","","(03876)420288/420461","","","","","","","","","-25.4921431","-64.9694464","0.9",""
"Hospital Gnal Mosconi","HOSPITAL","Testeo","Juan XXlll","S/N","","","","Mosconi","SALTA","","(03875)481111","","","","","","","","","-22.5972932","-63.8063444","0.7",""
"Hospital San Vicente de Paul","HOSPITAL","Testeo","Pueyrredón","701","","","","Oran","SALTA","","78-421107/421699/421746","","","","","","","","","-23.1442349","-64.323847","1",""
"Hospital Vicente Arroyabe","HOSPITAL","Testeo","Rivadavia","747","","","","Pichanal","SALTA","","(03878)493012","","","","","","","","","-23.31667","-64.21667000000001","0.5",""
"Hospital Enrique Romero","HOSPITAL","Testeo","Avenida San Martín","S/N","","","","Quebrachal","SALTA","","(03877)491128/491031","","","","","","","","","-25.3337047","-64.0201426","0.7",""
"Hospital Francisco Herrero","HOSPITAL","Testeo","","","","","","Quijada","SALTA","","","","","","","","","","","-24.7235767","-65.405894","0.7",""
"Hospital M.F.cornejo","HOSPITAL","Testeo","Barrio de la Frontera","","","","","Rosario de la Frontera","SALTA","","(03786)481537/481008","","","","","","","","","-25.7986507","-64.9676514","0.5",""
"Hospital Salvador Mazza","HOSPITAL","Testeo","España","","","y Monteagudo","","Salvador Mazza","SALTA","","(03875)471081","","","","","","","","","-22.0527385","-63.6912328","0.5",""
"Hospital Elías Anna Colonia","HOSPITAL","Testeo","Independencia","524","","","","Santa Rosa","SALTA","","(03878)494118","","","","","","","","","-23.3954858","-64.42973119999999","0.7",""
"Hospital Pte. Perón","HOSPITAL","Testeo","Avenida Alberdi","855","","","","Tartagal","SALTA","","(03875)422486/421648/05","","","","","","","","","-22.5160968","-63.79566029999999","0.5",""
"C.S. Comandante Cabott","","","Mary O'Graham","56","","","","Bº Comandante Cabot","SAN JUAN","","(0264)4276758","","","","","","","","","-31.5351074","-68.5385941","0.5",""
"C.S. Dr. Alfonso Barassi","","","Matías Zaballa","","","y San Lorenzo","","Bº del Carmen","SAN JUAN","","-4231922","","","","","","","","","-31.5351074","-68.5385941","0.5",""
"C.S. Dr. René Favaloro","","","Tierra del Fuego","","","y Sarmiento","","Bº Residencial","SAN JUAN","","4240924","","","","","","","","","-31.5351074","-68.5385941","0.5",""
"Hospital Dr. Guillermo Rawson","HOSPITAL","Testeo","Avenida Rawson Sur","568","","","","Capital","SAN JUAN","","4223108/4227099","","","","","","","","","-31.5403582","-68.51450489999999","0.9",""
"Hospital Dr. Guillermo Rawson","HOSPITAL","Testeo","Avenida Rawson Sur","494","","","","Capital","SAN JUAN","","4223108/4227099","Martes y Jueves de 20 hs a 0 hs","","","","","","","Centro de Testeo de VIH e ITS para poblaciòn de diversidad sexual y trabajo sexual","-31.5396623","-68.5145814","0.9",""
"CIC Pocito","","","Lemos","","","y Prolongación C. Picasso","Bº Salvador Norte","Pocito","SAN JUAN","","","","","","","","","","","-31.6833305","-68.5833511","0.5",""
"Hospital Dr. Marcial Quiroga","HOSPITAL","Testeo","Avenida Libertador San Martin","","","y Rastreador Calivar","","Rivadavia","SAN JUAN","","4330872/4330970","","","","","","","","","-31.545406","-68.59354119999999","0.7",""
"C.S. Dr. Ramón Carrillo","","","San Martín","1558","","y Rodríguez","","Vº Paula A.de Sarmiento","SAN JUAN","","4312612","","","","","","","","","-31.4946194","-68.5632401","0.5",""
"C.S. Ullum","","","Valentin Ruiz","S/N","","","","Vº Ibañez-Ullum","SAN JUAN","","4943008","","","","","","","","","-31.5351074","-68.5385941","0.5",""
"C.S. Santa Rosa","","","25 de Mayo","","","y Mitre","","Vº Santa Rosa","SAN JUAN","","4978014","","","","","","","","","-31.73641","-68.324043","0.5",""
"Hospital de Barreal","HOSPITAL","Testeo","Las Heras","S/N","","","","Barreal","SAN JUAN","","(02648)4441060","","","","","","","","","-31.6472621","-69.4636976","0.7",""
"Hospital Dr. Algo Cantoni","HOSPITAL","Testeo","Avenida Argentina","S/N","","","","Calingasta","SAN JUAN","","(02648)4421012","","","","","","","","","-31.3184566","-69.42536160000002","0.5",""
"Hospital Dr. César Aguilar","HOSPITAL","Testeo","Juan José Bustos","S/N","","","","Caucete","SAN JUAN","","4961226/4961110/4961272","","","","","","","","","-31.6541691","-68.2852783","0.5",""
"Hospital San Roque","HOSPITAL","Testeo","25 de Mayo","853","","","","Jachal","SAN JUAN","","(02647)420300/420055","","","","","","","","","-30.2377378","-68.7435263","0.7",""
"Hospital Dr. Ventura Lloveras","HOSPITAL","Testeo","25 de Mayo","S/N","","","","Media Agua","SAN JUAN","","4941004","","","","","","","","","-31.986715","-68.42138419999999","0.7",""
"Hospital Tomás Perón de Rodeo","HOSPITAL","Testeo","Santo Domingo","S/N","","","","Rodeo","SAN JUAN","","(02647)493045","","","","","","","","","-30.2163906","-69.1394501","0.5",""
"Micro Hospital Dra. Stella Molina","HOSPITAL","Testeo","Avenida Sarmiento","","","y Godoy","","San Martín","SAN JUAN","","4971216","","","","","","","","","-31.5378744","-68.0954459","0.5",""
"Micro Hospital \"José Giordano\"","HOSPITAL","Testeo","Rawson","","","y La Paz","","San Martín","SAN JUAN","","4911002","","","","","","","","","-31.5378744","-68.0954459","0.5",""
"Micro Hospital Mons.Ricardo Baez Laspiur","HOSPITAL","Testeo","Sarmiento","","","y López Pelaez","","Va. El Salvador","SAN JUAN","","4315415/16","","","","","","","","","-31.44793839999999","-68.4046788","0.5",""
"Hospital Dr. Alejandro Albarracín","HOSPITAL","Testeo","Gral. Acha","","","y 25 de Mayo","","Va. San Agustín","SAN JUAN","","(02646)420188","","","","","","","","","-31.5351074","-68.5385941","0.5",""
"Hospital Dr. Alfredo Rizo Esparza","HOSPITAL","Testeo","Sarmiento","225","","","","Vº El Salvador","SAN JUAN","","4972018/4972237","","","","","","","","","-31.44793839999999","-68.4046788","0.5",""
"Laboratorio Hospital del Sur","HOSPITAL","Testeo","José Zabala","126","","","Barrio Manuel Lezcano","Ciudad de San Luis","SAN LUIS","","(0266)455004","","","","","","","","","-33.3136325","-66.3158778","0.7",""
"Laboratorio Del Hospital Maria Becker","HOSPITAL","Testeo","Lote Número 5","","","e/calle 8 y Avenida Serrana","","Ciudad de la Punta","SAN LUIS","","(0266)455002","","","","","","","","","-33.1868454","-66.3113639","0.5",""
"Laboratorio Del Hospital del Cerro de la Cruz","HOSPITAL","Testeo","Barrio Cerro de la Cruz","Manzana 314","","","Barrio Cerro de la Cruz","Ciudad de San Luis","SAN LUIS","","(0266)429205","","","","","","","","","-33.2891532","-66.266561","0.7",""
"Laboratorio Centro de Salud Hanna Abadìa","HOSPITAL","Testeo","Martín de Loyola","535","","","","Ciudad de San Luis","SAN LUIS","","(0266)425402/452000 Int 5034","","","","","","","","","-33.2844945","-66.3321114","0.9",""
"Hospital San Luis Ctro. De Referencia VIH e ITS","HOSPITAL","Testeo","Héroes de Malvinas","110","","","","Ciudad de San Luis","SAN LUIS","","(02652)425025 int. 128","","","","","","","","Centro de Referencia Provincial de VIH-Sida e ITS.","-33.2960369","-66.324612","0.9",""
"Laboratorio del Centro Periférico Nº 3 CAP.","HOSPITAL","Testeo","Junín","","","y Falucho","","Ciudad de San Luis","SAN LUIS","","(0266)455014","","","","","","","","","-33.3030106","-66.3450568","0.5",""
"Laboratorio del Hospital del Oeste-CAP","HOSPITAL","Testeo","Manzana 161","","","","Barrio CGT","Ciudad de San Luis","SAN LUIS","","(0266)424698/452000 Int.5036","","","","","","","","","-33.3017267","-66.3377522","0.5",""
"Laboratorio Hospital de Quines","HOSPITAL","Testeo","Sarmiento","S/N","","y San José","","Quines","SAN LUIS","","(2651)455200","","","","","","","","","-32.2337056","-65.7968176","0.7",""
"CAPs Dr. René Favaloro","HOSPITAL","Testeo","Dr. Mestre","","","y Braulio Moyano","Barrio Colón","Villa Mercedes","SAN LUIS","","(02657)452000, Int. 5415","","","","","","","","","-33.6651381","-65.46819099999999","0.5",""
"Laboratorio del Policlínico Regional Juan D.Perón","HOSPITAL","Testeo","Maipú","450","","","","Villa Mercedes","SAN LUIS","","(02657)421415, Int. 170","","","","","","","","","-33.6768679","-65.4534314","0.9",""
"Hospital de Día \"Dr.Suárez Rocha\"","HOSPITAL","Testeo","Manzana 6031","","","","Barrio Jardín del Sur","Villa del Sur","SAN LUIS","","(02657)455404","","","","","","","","","-33.3017267","-66.3377522","0.5",""
"Hospital de Día \"Dr.Braulio Moyano\"","HOSPITAL","Testeo","Manzana 7090","","","","Complejo Urbanístico La Ribera","Villa Mercedes","SAN LUIS","","(02652)455437","","","","","","","","","-33.6754417","-65.45806879999999","0.5",""
"Laboratorio Hospital Juana Koslay","HOSPITAL","Testeo","Multitrocha Tte.Juan Domingo Perón","","","y Rosendo Hernández","","Ciudad Juana Koslay","SAN LUIS","","(0266)4452000 Int.5726/5725","","","","","","","","","-33.31666","-66.61666","0.5",""
"Hospital de Referencia Eva Perón","HOSPITAL","Testeo","Tomás Ferrari","1289","","","","Villa Mercedes","SAN LUIS","","(02657)452000 Int.6819/6820","","","","","","","","","-33.655879","-65.4447984","0.7",""
"Laboratorio del Hospital de Naschel","HOSPITAL","Testeo","Belgrano","","","y Lafinur","","Naschel","SAN LUIS","","(02656)491040/452000 (5310)","","","","","","","","","-32.9139914","-65.3746772","0.5",""
"Lalcec","","","Jose Ingenieros","","","y San Martin","","","SANTA CRUZ","","","","","","","","","","","-51.6269882","-69.2216542","0.5",""
"Consejería Pto. Santa Cruz","","","","","","","","Puerto San Cruz","SANTA CRUZ","","","","","","","","","","","-49.3015006","-67.7289583","0.7",""
"Consejería Rio Gallegos","","","","","","","","Rio Gallegos","SANTA CRUZ","","","","","","","","","","Consultorio 26","-51.6230485","-69.2168291","0.5",""
"Centro María de Belén Nº 3","","","Alvear","","","y Los Pozos","","Rio Gallegos","SANTA CRUZ","","(02966)431600/428970","","","","","","","","","-51.6334418","-69.19865899999999","0.5",""
"Cruz Roja Filial Río Gallegos","","","Pasteur","24","","","","Rio Gallegos","SANTA CRUZ","","","","","","","","","","","-51.625944","-69.22092099999999","0.9",""
"Consejería Río Turbio","","","","","","","","Rio Turbio","SANTA CRUZ","","","","","","","","","","Consultorio 11","-51.536522","-72.3377375","0.5",""
"Hospital 28 de Noviembre","HOSPITAL","Testeo","Rio Negro","","","y 9 de Julio","","28 de Noviembre","SANTA CRUZ","","(02902)482121/482122","","","","","","","","","-51.5827757","-72.21578819999999","0.5",""
"Hospital Zonal Caleta Olivia","HOSPITAL","Testeo","Avenida Perón","","","y Velez Sarfield","","Caleta Olivia","SANTA CRUZ","","","","","","","","","","","-46.4425647","-67.5171533","0.5",""
"Hospital Comandante Luis Piedra Buena","HOSPITAL","Testeo","Saenz Peña","S/N","","","","Comandante Luis Piedrabuena","SANTA CRUZ","","","","","","","","","","","-49.9873155","-68.9139299","0.7",""
"Hospital Gobernador Gregores","HOSPITAL","Testeo","Paradelo","1025","","","","Gobernador Gregores","SANTA CRUZ","","(02962)491001/491027","","","","","","","","","-48.7510803","-70.2500676","0.5",""
"Hospital Las Heras","HOSPITAL","Testeo","28 de Noviembre","S/N","","","","Las Heras","SANTA CRUZ","","","","","","","","","","","-46.5449479","-68.9328596","0.5",""
"Hospital Los Antiguos","HOSPITAL","Testeo","Patagonia Argentina","98","","","","Los Antiguos","SANTA CRUZ","","(02963)491303","","","","","","","","","-46.5488004","-71.6299214","0.7",""
"Hospital Perito Moreno","HOSPITAL","Testeo","Colòn","1237","","","","Perito Moreno","SANTA CRUZ","","(02963)423045","","","","","","","","","-46.5912473","-70.92604709999999","0.5",""
"Hospital Pico Truncado","HOSPITAL","Testeo","Velez Sarfield","305","","","","Pico Truncado","SANTA CRUZ","","","","","","","","","","","-46.7979176","-67.9574927","0.5",""
"Hospital Puerto Deseado","HOSPITAL","Testeo","Avenida España","991","","","","Puerto Deseado","SANTA CRUZ","","","","","","","","","","","-47.7529383","-65.9100508","0.7",""
"Hospital Puerto Santa Cruz","HOSPITAL","Testeo","Salta","430","","","","Puerto Santa Cruz","SANTA CRUZ","","","","","","","","","","","-17.8106143","-63.1860458","0.7",""
"Hospital Regional Río Gallegos","HOSPITAL","Testeo","Jose Ingenieros","85","","","","Rio Gallegos","SANTA CRUZ","","","","","","","","","","","-51.6276944","-69.220167","0.9",""
"Hospital Río Turbio","HOSPITAL","Testeo","Gendarmeria Nacional","126","","","","Rio Turbio","SANTA CRUZ","","(02902)421335/421273","","","","","","","","","-51.5300732","-72.3335264","0.7",""
"Hospital Puerto San Julián","HOSPITAL","Testeo","Avenida Costanera","","","y El Cano","","San Juliàn","SANTA CRUZ","","","","","","","","","","","-51.6352821","-69.24743529999999","0.5",""
"Hospital Ferré","HOSPITAL","Testeo","Lisandro de La Torre","737","","","","Rafaela","SANTA FE","","(0342)421621/421721/427624","","","","","","","","","-31.2442157","-61.50069999999999","0.9",""
"Hospital Stuki de Rieri","HOSPITAL","Testeo","Bernardo de Irigoyen","11580","","","","Reconquista","SANTA FE","","-3482420042","","","","","","","","","-29.1448193","-59.64352419999999","0.5",""
"Hospital Provincial Alem","HOSPITAL","Testeo","Alem","1450","","","","Rosario","SANTA FE","","","","","","","","","","","-32.9561562","-60.63055929999999","1",""
"Programa Municipal de Sida Rosario","HOSPITAL","Testeo","Moreno","","1º Piso","y San Luis (Ex Maternidad Martin)","","Rosario","SANTA FE","","4802189","","","","","","","","","-32.9365184","-60.66645139999999","0.7",""
"Hospital Centenario","HOSPITAL","Testeo","Urquiza","3100","","","","Rosario","SANTA FE","","(0341)4807540","Lunes,Miercoles,Viernes de 10 a 14 hs,Martes,Jueves,Sabados de 15 a 17 hs","","todosdiversos@hotmail.com","","","","","Coordinado por Vox,Centro de Testeo deVIH e ITS para poblaciòn de la Diversidad Sexual y trabajo sexual.Consejeria","-32.9380309","-60.66474409999999","0.9",""
"Hospital Iturraspe","HOSPITAL","Testeo","Pellegrini","3500","","","","","SANTA FE","","(0342)4560002","","","","","","","","","-31.633056","-60.7147357","0.9",""
"Centro de Salud Uni","","","Alicia Moreau De Justo (Predio Uni-Ate,costanera Este)","S/N","","","","","SANTA FE","","(0342)4571216/4571217","Lunes a Viernes de 8.30 a 10.30 hs (Horario de extracciòn)","","centrodesaluduni@gmail.com","","","","","Realizaciòn del Test. Asesoramiento (Pre y Post). Entrega de Preservativos y folleteria","-31.6106578","-60.697294","0.5",""
"Hospital Eva Peron","HOSPITAL","Testeo","Ruta 11","S/N","","","","Baigorria","SANTA FE","","(0341)4711828","","","","","","","","","-31.6106578","-60.697294","0.5",""
"Hospital San Carlos","HOSPITAL","Testeo","9 de Julio","2351","","","","Casilda","SANTA FE","","(03464)4221107","","","","","","","","","-33.036336","-61.15738440000001","0.9",""
"CEMAR","","","San Luis y Moreno","","","","","Rosario","SANTA FE","","","","","","","","","","","-28.0640059","-67.55657819999999","0.7",""
"Centro de Salud San Vicente de Paul","","","Pasaje del Indio","8555","","","","Rosario","SANTA FE","","","","","","","","","","","-32.9582246","-60.7406726","0.7",""
"Vox Asociaciòn Civil","","","Entre Rios","1087","P.A.","","","Rosario","SANTA FE","","4485713","Confirmar por Telefono","","","","","","","","-32.9495319","-60.64183060000001","0.9",""
"Centro de Salud Casiano Casas","","","Avenida C. Casas","970","","","","Rosario","SANTA FE","","","","","","","","","","","-32.9062576","-60.69700539999999","0.9",""
"Centro de Salud Henry Dunant","","","Tte. Agneta","1535","","","","Rosario","SANTA FE","","","","","","","","","","","-32.9456833","-60.69961559999999","0.9",""
"O.F.E.S","","","San Lorenzo","4244","","","","Rosario","SANTA FE","","(0341)4373633","","","","","","","","","-32.9363668","-60.6805242","1",""
"Centro de Salud Las Flores","","","Flor de Nàcar","6872","","","","Rosario","SANTA FE","","","","","","","","","","","-33.0170991","-60.6606147","0.9",""
"Centro de Salud San Martin","","","Chubut","7145","","","","Rosario","SANTA FE","","","","","","","","","","","-32.945866","-60.7175492","0.9",""
"Hospital Carrasco","HOSPITAL","Testeo","Avellaneda","1402","","","","Rosario","SANTA FE","","","","","","","","","","","-32.9466361","-60.6811019","0.9",""
"Hospital Roque Saenz Peña","HOSPITAL","Testeo","Laprida","5381","","","","Rosario","SANTA FE","","(0341)4809141","","","","","","","","","-32.9996086","-60.6470816","0.9",""
"Centro de Salud Luis Pasteur","","","Ayolas","270","","","","Rosario","SANTA FE","","","","","","","","","","","-32.9788679","-60.6341311","0.9",""
"Hospital Alberdi","HOSPITAL","Testeo","Avenida Puccio","575","","","","Rosario","SANTA FE","","(0341)4806177","","","","","","","","","-32.8947469","-60.6916933","0.9",""
"Hospital Rufino","HOSPITAL","Testeo","Alem Vieira","1261","","","","Rufino","SANTA FE","","(03382)428408","","","","","","","","","-34.2620665","-62.71116269999999","0.5",""
"Voluntarios Contra el Sida","","","Pasco","1840","","","","Rosario","SANTA FE","","(0341)4823553","","","","","","","","","-32.9577072","-60.6517571","0.9",""
"Hospital San Lorenzo","HOSPITAL","Testeo","Ricchieri","347","","","","San Lorenzo","SANTA FE","","(03476)422404","","","","","","","","","-32.7488446","-60.7298502","0.9",""
"Hospital Cullen","HOSPITAL","Testeo","Avenida Freire","2150","","","","","SANTA FE","","(0342)4596821","","","","","","","","","-31.6106578","-60.697294","0.5",""
"CIPRESS","","Testeo","San Lorenzo","3052","","","","","SANTA FE","","(0342)4562614/","Viernes de 19 a 20 hs","","comité_joven@hotmail.com","","","","","Centro interdisciplinario de Prevenciòn de Enfermedades de Transmisiòn Sexual y  Sida.","-31.63834839999999","-60.715191","0.9",""
"Centro de Salud B. Champagna","","","Castellanos","3935","","","","Rosario","SANTA FE","","","","","","","","","","","-32.9763212","-60.68423499999999","0.9",""
"Hospital Regional","HOSPITAL","Testeo","Belgrano","2269","","","","","SANTIAGO DEL ESTERO","","(0385)4213251","","","","","","","","","-27.8050316","-64.2503461","0.9",""
"Hospital Independencia","HOSPITAL","Testeo","Belgrano Norte","665","","","","Capital","SANTIAGO DEL ESTERO","","(0385)4213251","","","","","","","","","-27.7780466","-64.2710675","0.9",""
"Hospital de Niños Eva Peròn","HOSPITAL","Testeo","Saenz Peña","340","","","","Capital","SANTIAGO DEL ESTERO","","(0385)4211889","","","","","","","","","-27.7893966","-64.2658959","0.9",""
"Hospital Frias","HOSPITAL","Testeo","Depto. Choya-Frias","","","","","Depto.Choya-Frias","SANTIAGO DEL ESTERO","","(0385)4421642","","","","","","","","","-28.6375538","-65.1287605","0.5",""
"Hospital Dr.Bernardo Houssay","HOSPITAL","Testeo","Depto. Moreno- Ciudad de Quimili","","","","","Depto.Moreno-Ciudad de Quimili","SANTIAGO DEL ESTERO","","(0384)3421012","","","","","","","","","-27.6441841","-62.41556549999999","0.5",""
"Hospital Añatuya","HOSPITAL","Testeo","Depto. Taboada-Añatuya","","","","","Depto. Taboada-Añatuya","SANTIAGO DEL ESTERO","","(0384)4421034","","","","","","","","","-28.4605787","-62.8343649","0.5",""
"Hospital Maternidad Banda","HOSPITAL","Testeo","España","","","y Rivadavia","","La Banda","SANTIAGO DEL ESTERO","","(0385)4272776","","","","","","","","","-27.7291554","-64.2393443","0.5",""
"Hospital Regiona Ushuaia","HOSPITAL","Testeo","Avenidad 12 de Octubre","","","y Maipú","","Usuhaia","TIERRA DEL FUEGO","","(02901)423200/441000","","","","","","","","","-54.8053998","-68.3242061","0.5",""
"Hospital Regional Rio Grande","HOSPITAL","Testeo","Ameghino","755","","","","Rio Grande","TIERRA DEL FUEGO","","(02964)422086/422088/430","","","","","","","","","-53.7860374","-67.7002243","0.5",""
"Consultorio de Asesoramiento y Testeo VIH","","Testeo","Belgrano","350","","","","Rio Grande","TIERRA DEL FUEGO","","(02964)427811","Viernes de 9 a 11 hs","","","","","","","Responsable Dra Patricia Padinger/ Dra.Ariana Benetucci","-53.7828964","-67.6973576","0.9",""
"Centro Asistencial Tolhuin-Rio Grande","","Testeo","Avenida de los Shelknans","243","","","","Rio Grande","TIERRA DEL FUEGO","","(02964)492121","","","","","","","","","-53.7860374","-67.7002243","0.5",""
"Unidad Coordinadora VIH y Laboratorio para VHI","","Testeo","Avenida República del Libano","950","","","","Capital","TUCUMÁN","","","","","","","","","","","-26.8151529","-65.2152728","0.9",""
"ASPE. Acción social para Estudiantes Universitarios","","Testeo","Jujuy","457","","","","Capital","TUCUMÁN","","","","","","","","","","","-26.8358693","-65.2125107","1",""
